feature,importance
blk_m%,136842461.9065366
blk_f%,136842461.57688186
edumid_age65%,90018234.23989466
eduhigh_age18%,-88949900.09927338
edumid_age45%,80408679.95392838
age_18%,76825235.21985391
edu_mid%,-73260144.90720087
wht%,72213313.43817079
edulow_age18%,-71965294.64939454
other_m%,69429624.85013483
other_f%,69429622.97677946
labor%,-41254983.84540746
empl%,41254983.669444695
armed%,41254982.33251024
unempl%,41254977.72107408
blk%,-35188071.38259067
other%,32224766.45134391
wht_m%,29441077.524391294
wht_f%,29441076.95161976
edulow_age65%,21618026.167234737
age_65%,-16758088.983093582
edu_high%,12124663.945290657
edulow_age45%,12008479.74816257
age_45%,-7148538.283602
eduhigh_age45%,-4976130.236051898
edu_low%,-4859941.275299794
eduhigh_age65%,4633422.260591079
edumid_age18%,-3565090.3086605375
widow%,4.07007663647787
income_10-15%,-3.8788959865623154
income_10%,-3.756956282859215
income_15-25%,-2.777640204755032
sepdiv%,2.509073160434888
married%,2.424797331977125
income_25%,-1.7623483867915484
poverty%,1.0596969565295606
native%,0.7669863516051624
single%,-0.5085851490959874
hispanic%,-0.1769898883481604
marital_ratio,-0.12893875457514115
houses_density,1.3261341939593218e-05
income_percapita,9.421331497242586e-06
area_sqmiles,6.766676008618467e-06
income_median,-3.0089005156634178e-06
pop_density,-2.7047833734708754e-06
pop_tot,-3.167909554987373e-08
