feature,importance
edumid_age45%,105071054.40628071
edumid_age65%,80438219.70041887
blk_f%,78565995.60346068
blk_m%,78565995.4594981
age_45%,-66360157.293838836
edulow_age45%,63101780.9194325
eduhigh_age45%,62704890.302354015
other%,52542450.794217706
edumid_age18%,49064128.2768154
wht_m%,49016816.30108194
wht_f%,49016815.750708774
age_65%,-41727319.11130566
edu_mid%,-38710903.09423906
edulow_age65%,38468938.52535655
eduhigh_age65%,38072053.264801845
wht%,37682641.43411664
other_m%,34157007.75828481
other_f%,34157005.04172707
age_18%,-10353227.000258774
blk%,8133461.567752051
edulow_age18%,7094850.767727313
labor%,-6729430.051390552
empl%,6729429.96856789
armed%,6729428.541860638
unempl%,6729425.904277692
eduhigh_age18%,6697963.307292047
edu_high%,3655260.5343151083
edu_low%,3258374.320778127
widow%,7.971431232692317
married%,5.553151653864665
sepdiv%,4.861838815643984
income_10%,-3.3981286142509894
income_15-25%,-2.976343576890957
income_25%,-1.8563222181392758
single%,1.740049423899998
income_10-15%,-1.5192521510559767
native%,0.7841816994331839
poverty%,0.3652741876377685
hispanic%,-0.22248987464052408
marital_ratio,-0.027318454049245287
houses_density,2.6833974974380824e-05
income_percapita,9.655662669103618e-06
pop_density,-7.6007313272448516e-06
area_sqmiles,7.090962043727081e-06
income_median,-3.734591966898451e-06
pop_tot,-1.7612555241566445e-08
