feature,importance
pop_tot,0.1699075197859277
unempl%,0.08463381267586785
income_10-15%,0.05588331760939751
edulow_age18%,0.051516501374373656
age_65%,0.04394186071614639
income_15-25%,0.0432177884289238
wht_f%,0.03504743344587726
other_m%,0.030683916344728026
eduhigh_age18%,0.0288350147759415
income_median,0.027157364450941655
married%,0.02698429617203734
widow%,0.02612589545775373
blk_f%,0.022347696939963333
blk%,0.021113455552091858
wht%,0.01963810792738764
edulow_age45%,0.018954912141389748
sepdiv%,0.017841026095116688
single%,0.01559040423707101
edumid_age65%,0.014673180419866745
income_percapita,0.013738389642076524
edulow_age65%,0.013644045159672883
armed%,0.013535093786186884
age_18%,0.013188791831601262
blk_m%,0.012557614137520148
native%,0.011981470522195958
labor%,0.010936211801354932
income_25%,0.009586991219679009
pop_density,0.009173800096977467
edumid_age45%,0.009082851758688733
edumid_age18%,0.008752963001545709
edu_high%,0.008687553053673417
eduhigh_age65%,0.008686178639344842
edu_mid%,0.008546726241134218
wht_m%,0.008465710755789512
empl%,0.008091643244918883
other_f%,0.007971962738664158
houses_density,0.007962377711713603
hispanic%,0.007773484823272215
other%,0.007380375410016665
poverty%,0.00731169863119461
area_sqmiles,0.007288331312870744
edu_low%,0.007196286932843994
eduhigh_age45%,0.007045483709708981
income_10%,0.0060404336469629906
age_45%,0.00582750163428818
marital_ratio,0.0054525240053001495
