feature,importance
blk_f%,131990150.49411005
blk_m%,131990150.09975429
eduhigh_age18%,73932024.71928498
blk%,-63362114.45193723
edulow_age18%,63036906.881972745
other_m%,53427018.7753384
other_f%,53427015.38987635
wht_m%,51729475.26209545
wht_f%,51729474.57713996
edumid_age65%,-47996961.27596238
age_18%,-47897389.69414325
edu_mid%,39165847.57150252
eduhigh_age45%,35606684.75976652
unempl%,-30248142.289694294
armed%,-30248139.485923167
labor%,30248138.139997303
empl%,-30248137.99320151
edumid_age45%,-29593799.121140208
edu_high%,-26034637.17544191
edulow_age45%,24711569.560354367
eduhigh_age65%,17203521.555580862
wht%,16898561.293209676
other%,15201018.835251924
edu_low%,-15139517.60017154
age_45%,-9572053.661819324
age_65%,8831112.279512849
edumid_age18%,8731541.150758468
edulow_age65%,6308400.030912164
widow%,6.423526689072803
married%,4.482664287491923
sepdiv%,3.6712204004856503
income_25%,-2.438426596426506
income_10-15%,-2.3649862674151176
income_15-25%,-2.309080618494625
income_10%,-1.3139995111827822
native%,0.9255664453164977
single%,0.6107761082906819
hispanic%,-0.37859880003264507
poverty%,0.18945496612127039
marital_ratio,-0.078226054602752
area_sqmiles,1.2951865564027582e-05
income_percapita,1.2363490045229996e-05
houses_density,4.688700778316261e-06
income_median,-3.0280763398177736e-06
pop_density,9.680891359442937e-07
pop_tot,-1.9542727722597257e-08
