feature,importance
blk_f%,148696664.1583192
blk_m%,148696663.76229927
wht%,112390425.1967494
edumid_age45%,109937073.99694514
other%,93282025.65548305
eduhigh_age18%,-78398620.57664226
edumid_age65%,77740421.54303224
age_45%,-69507805.23736076
edulow_age45%,61792064.712423034
blk%,-56062640.55570732
edulow_age18%,-49170065.9275196
age_18%,41454324.59264796
edu_mid%,-40429273.27333744
age_65%,-37311148.9369535
edu_high%,36944293.98833103
eduhigh_age45%,32563505.80781533
edulow_age65%,29595403.62138192
wht_f%,-19756401.795005463
wht_m%,-19756401.250648778
labor%,-15651795.49959887
empl%,15651795.359231299
armed%,15651794.028813833
unempl%,15651789.37909195
edu_low%,7715740.015538347
edumid_age18%,-1025052.1537363714
other_f%,-648002.9794330208
other_m%,-648001.4881744233
eduhigh_age65%,366850.9151053908
widow%,5.546040643196765
income_10%,-4.505309530665892
sepdiv%,4.072949527696898
married%,3.93059001425049
income_15-25%,-2.8425852727261094
income_10-15%,-2.8256382224973007
income_25%,-1.7016743569325141
poverty%,0.9994119083836114
native%,0.8149771816811816
single%,0.5756473357959904
hispanic%,-0.12148896965483172
marital_ratio,-0.03888193022571407
income_percapita,1.0542368219358921e-05
houses_density,1.0371076048739442e-05
area_sqmiles,7.220487663584808e-06
income_median,-2.925038463931957e-06
pop_density,-1.8544320194406475e-06
pop_tot,-2.8446151178696725e-08
