feature,importance
edumid_age65%,231016598.42543003
blk_f%,201285249.79373825
blk_m%,201285248.30420414
edumid_age45%,198600688.42653668
age_65%,-147979639.92221296
edu_high%,146910775.70054483
eduhigh_age18%,-115848098.25733513
age_45%,-115563732.76293907
edumid_age18%,114099638.5393104
blk%,-104733681.69346519
edulow_age65%,100264644.43465567
other%,90705048.59205806
edu_mid%,-83036960.40418334
wht_m%,79325450.20172113
wht_f%,79325449.7819812
edulow_age45%,67848739.39700559
empl%,57202524.99553481
labor%,-57202524.37394491
armed%,57202523.334121086
unempl%,57202520.514041185
edu_low%,47714990.715119995
eduhigh_age45%,-31347047.00819169
age_18%,-31062678.997260205
wht%,17226117.442005087
edulow_age18%,-16652310.992611626
other_f%,5846519.396217596
other_m%,5846517.868462337
eduhigh_age65%,1068862.9335690401
widow%,5.292498443647402
married%,4.921808555501573
sepdiv%,4.3756521010238005
income_25%,-3.3106254374793243
income_10%,-1.7857516831655849
income_10-15%,-1.3273076107942472
income_15-25%,-1.25344289568814
native%,0.7480305455565307
poverty%,-0.33740205582332067
hispanic%,-0.2557872806914893
single%,-0.19364577353044407
marital_ratio,0.10770407895719121
houses_density,3.086564214906618e-05
area_sqmiles,1.9881944798690626e-05
pop_density,-9.554923262040303e-06
income_percapita,7.163197126521743e-06
income_median,-4.132809863749498e-06
pop_tot,-2.0792079347527557e-08
